transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,merchant_category,description,post_date,currency_code
H000000257,A00000097,2023-11-03,INT,228.15,ACH,5541,INT BRANCH REF835590,2023-11-03,USD
H000000258,A00000097,2023-11-03,CHG,3,WIRE,4900,CHG ACH REF972886,2023-11-03,USD
H000000259,A00000099,2023-11-03,PMT,351.05,BRANCH,5912,PMT ACH REF595000,2023-11-04,USD
H000000260,A00000099,2023-11-03,FEE,35,BRANCH,0000,FEE ACH REF604660,2023-11-03,USD
H000000261,A00000099,2023-11-03,PMT,572.22,BRANCH,0000,PMT BRANCH REF719979,2023-11-03,USD
H000000262,A00000102,2023-11-03,REV,70.22,ONLINE,5912,REV WIRE REF761148,2023-11-03,USD
H000000263,A00000108,2023-11-03,INT,11.38,ONLINE,7011,INT ONLINE REF110385,2023-11-03,USD
H000000264,A00000108,2023-11-03,CHG,3,MOBILE,5411,CHG BRANCH REF516116,2023-11-03,USD
H000000265,A00000108,2023-11-03,PMT,993.59,WIRE,7011,PMT BRANCH REF782063,2023-11-03,USD
H000000266,A00000110,2023-11-03,FEE,35,ATM,4900,FEE ONLINE REF135371,2023-11-03,USD
H000000267,A00000111,2023-11-03,CHG,35,MOBILE,5812,CHG ACH REF363569,2023-11-03,USD
H000000268,A00000111,2023-11-03,FEE,3,POS,5541,FEE ATM REF423594,2023-11-03,USD
H000000269,A00000114,2023-11-03,TRF,100.08,BRANCH,5812,TRF BRANCH REF449096,2023-11-03,USD
H000000270,A00000118,2023-11-03,REV,162.03,POS,6011,REV ATM REF184944,2023-11-03,USD
H000000271,A00000121,2023-11-03,FEE,12,ATM,5812,FEE WIRE REF594032,2023-11-04,USD
H000000272,A00000125,2023-11-03,WDR,101.33,BRANCH,6011,WDR ACH REF240235,2023-11-04,USD
H000000273,A00000134,2023-11-03,PMT,813.05,POS,7011,PMT ONLINE REF127147,2023-11-03,USD
H000000274,A00000135,2023-11-03,PMT,19.15,WIRE,5541,PMT ACH REF717744,2023-11-03,USD
H000000275,A00000136,2023-11-03,DEP,5.97,ONLINE,5541,DEP ACH REF943545,2023-11-03,USD
H000000276,A00000136,2023-11-03,WDR,85.78,ACH,5411,WDR ATM REF938403,2023-11-03,USD
H000000277,A00000139,2023-11-03,INT,144.94,ACH,0000,INT WIRE REF957403,2023-11-03,USD
H000000278,A00000141,2023-11-03,INT,169.56,ACH,4900,INT BRANCH REF689624,2023-11-03,USD
H000000279,A00000142,2023-11-03,FEE,25,BRANCH,7011,FEE WIRE REF538649,2023-11-03,USD
H000000280,A00000142,2023-11-03,INT,19.31,WIRE,6011,INT MOBILE REF416116,2023-11-03,USD
H000000281,A00000142,2023-11-03,DEP,44.66,ONLINE,5812,DEP WIRE REF527829,2023-11-03,USD
H000000282,A00000144,2023-11-03,ADJ,-32.29,ACH,6011,ADJ ATM REF459823,2023-11-03,USD
H000000283,A00000152,2023-11-03,DEP,9.77,WIRE,5411,DEP ACH REF628792,2023-11-04,USD
H000000284,A00000154,2023-11-03,WDR,130.46,ATM,4900,WDR ONLINE REF391792,2023-11-04,USD
H000000285,A00000154,2023-11-03,DEP,174.17,WIRE,5812,DEP ATM REF329745,2023-11-03,USD
H000000286,A00000154,2023-11-03,DEP,96.24,WIRE,5411,DEP ATM REF419916,2023-11-03,USD
H000000287,A00000163,2023-11-03,CHG,12,ACH,5912,CHG MOBILE REF216726,2023-11-03,USD
H000000288,A00000170,2023-11-03,WDR,135.96,BRANCH,5812,WDR ATM REF994017,2023-11-04,USD
H000000289,A00000174,2023-11-03,FEE,3,WIRE,5411,FEE POS REF566520,2023-11-03,USD
H000000290,A00000176,2023-11-03,ADJ,-127.18,MOBILE,4900,ADJ BRANCH REF290775,2023-11-03,USD
H000000291,A00000176,2023-11-03,WDR,56.92,MOBILE,5812,WDR ACH REF480171,2023-11-03,USD
H000000292,A00000181,2023-11-03,CHG,9.95,WIRE,5411,CHG ATM REF391359,2023-11-03,USD
H000000293,A00000181,2023-11-03,INT,127.24,POS,5541,INT BRANCH REF804349,2023-11-03,USD
H000000294,A00000181,2023-11-03,PMT,3127.29,WIRE,5541,PMT ONLINE REF570519,2023-11-04,USD
H000000295,A00000184,2023-11-03,TRF,-65.35,MOBILE,7011,TRF ATM REF201270,2023-11-03,USD
H000000296,A00000189,2023-11-03,TRF,60.95,ATM,5411,TRF POS REF593816,2023-11-03,USD
H000000297,A00000190,2023-11-03,INT,98.83,ONLINE,0000,INT ATM REF728375,2023-11-03,USD
H000000298,A00000191,2023-11-03,FEE,35,ACH,5912,FEE ATM REF925112,2023-11-03,USD
H000000299,A00000191,2023-11-03,WDR,209.68,BRANCH,5541,WDR POS REF984914,2023-11-03,USD
H000000300,A00000197,2023-11-03,INT,67.9,ATM,7011,INT POS REF967847,2023-11-03,USD
H000000301,A00000199,2023-11-03,CHG,3,POS,7011,CHG ACH REF971060,2023-11-03,USD
H000000302,A00000200,2023-11-03,WDR,16.12,POS,5411,WDR ACH REF385517,2023-11-03,USD
H000000303,A00000200,2023-11-03,WDR,28.35,BRANCH,5541,WDR POS REF899173,2023-11-03,USD
H000000304,A00000202,2023-11-03,PMT,1132.96,BRANCH,5541,PMT BRANCH REF967662,2023-11-03,USD
H000000305,A00000204,2023-11-03,PMT,1434.78,BRANCH,5541,PMT ONLINE REF445921,2023-11-03,USD
H000000306,A00000209,2023-11-03,DEP,237.18,WIRE,5541,DEP ONLINE REF975206,2023-11-03,USD
H000000307,A00000212,2023-11-03,CHG,12,BRANCH,5411,CHG BRANCH REF702095,2023-11-03,USD
H000000308,A00000212,2023-11-03,PMT,141.74,MOBILE,7011,PMT ONLINE REF735189,2023-11-03,USD
H000000309,A00000212,2023-11-03,PMT,338.13,ATM,5411,PMT MOBILE REF342671,2023-11-03,USD
H000000310,A00000213,2023-11-03,CHG,9.95,ATM,5541,CHG MOBILE REF946263,2023-11-03,USD
H000000311,A00000213,2023-11-03,CHG,9.95,WIRE,5912,CHG BRANCH REF701045,2023-11-03,USD
H000000312,A00000216,2023-11-03,FEE,3,ONLINE,5912,FEE MOBILE REF329127,2023-11-03,USD
H000000313,A00000216,2023-11-03,DEP,62.67,MOBILE,5912,DEP MOBILE REF166475,2023-11-03,USD
H000000314,A00000216,2023-11-03,TRF,184.26,POS,5912,TRF BRANCH REF175448,2023-11-03,USD
H000000315,A00000219,2023-11-03,PMT,2399.99,ATM,5541,PMT ONLINE REF887771,2023-11-03,USD
H000000316,A00000219,2023-11-03,CHG,12,MOBILE,5912,CHG ATM REF177718,2023-11-03,USD
H000000317,A00000220,2023-11-03,PMT,1438.22,WIRE,5812,PMT BRANCH REF802923,2023-11-03,USD
H000000318,A00000220,2023-11-03,CHG,3,ACH,5812,CHG ONLINE REF165032,2023-11-03,USD
H000000319,A00000220,2023-11-03,PMT,849.59,MOBILE,5912,PMT BRANCH REF157516,2023-11-03,USD
H000000320,A00000224,2023-11-03,PMT,571.78,ACH,5411,PMT ACH REF906268,2023-11-03,USD
H000000321,A00000233,2023-11-03,TRF,-145.5,WIRE,5912,TRF MOBILE REF192786,2023-11-03,USD
H000000322,A00000233,2023-11-03,WDR,123.38,ATM,5812,WDR ACH REF519257,2023-11-03,USD
H000000323,A00000237,2023-11-03,INT,126.5,ONLINE,5541,INT ONLINE REF409510,2023-11-03,USD
H000000324,A00000241,2023-11-03,TRF,-1.05,ACH,5411,TRF MOBILE REF780807,2023-11-03,USD
H000000325,A00000243,2023-11-03,WDR,173.75,ATM,5812,WDR ACH REF905235,2023-11-03,USD
H000000326,A00000250,2023-11-03,PMT,1640.06,ACH,6011,PMT POS REF212965,2023-11-04,USD
H000000327,A00000252,2023-11-03,PMT,2861.37,WIRE,7011,PMT ATM REF982393,2023-11-03,USD
H000000328,A00000253,2023-11-03,WDR,139.38,ATM,5411,WDR ACH REF146392,2023-11-03,USD
H000000329,A00000253,2023-11-03,FEE,9.95,ONLINE,5411,FEE BRANCH REF390743,2023-11-03,USD
H000000330,A00000257,2023-11-03,FEE,3,WIRE,4900,FEE MOBILE REF591122,2023-11-03,USD
H000000331,A00000265,2023-11-03,INT,11.92,MOBILE,4900,INT ONLINE REF593141,2023-11-03,USD
H000000332,A00000270,2023-11-03,INT,54.78,WIRE,4900,INT WIRE REF363047,2023-11-03,USD
H000000333,A00000270,2023-11-03,PMT,1265.3,ATM,0000,PMT MOBILE REF693213,2023-11-04,USD
H000000334,A00000271,2023-11-03,TRF,35.43,ATM,0000,TRF WIRE REF919805,2023-11-03,USD
H000000335,A00000275,2023-11-03,CHG,12,POS,5541,CHG ONLINE REF771162,2023-11-03,USD
H000000336,A00000275,2023-11-03,CHG,35,WIRE,7011,CHG ONLINE REF105128,2023-11-03,USD
H000000337,A00000278,2023-11-03,DEP,45,ONLINE,5411,DEP ONLINE REF222479,2023-11-03,USD
H000000338,A00000279,2023-11-03,INT,47.49,MOBILE,0000,INT ACH REF368585,2023-11-04,USD
H000000339,A00000280,2023-11-03,PMT,951.82,WIRE,5411,PMT ONLINE REF129999,2023-11-03,USD
H000000340,A00000280,2023-11-03,CHG,25,ATM,5812,CHG POS REF482676,2023-11-03,USD
H000000341,A00000283,2023-11-03,FEE,9.95,MOBILE,6011,FEE ONLINE REF379622,2023-11-03,USD
H000000342,A00000286,2023-11-03,WDR,29.18,POS,4900,WDR ONLINE REF110020,2023-11-03,USD
H000000343,A00000290,2023-11-03,FEE,35,ATM,7011,FEE ATM REF121150,2023-11-03,USD
H000000344,A00000291,2023-11-03,INT,110.7,POS,5912,INT BRANCH REF986104,2023-11-03,USD
H000000345,A00000291,2023-11-03,DEP,6.07,MOBILE,5812,DEP POS REF477852,2023-11-03,USD
H000000346,A00000294,2023-11-03,PMT,351.88,WIRE,5912,PMT ONLINE REF120705,2023-11-03,USD
H000000347,A00000294,2023-11-03,PMT,465.4,ATM,4900,PMT BRANCH REF422689,2023-11-03,USD
H000000348,A00000295,2023-11-03,WDR,158.51,BRANCH,7011,WDR ONLINE REF131165,2023-11-04,USD
H000000349,A00000295,2023-11-03,WDR,11.96,ACH,6011,WDR MOBILE REF166650,2023-11-03,USD
H000000350,A00000299,2023-11-03,WDR,258.42,ONLINE,0000,WDR POS REF375273,2023-11-03,USD
H000000351,A00000301,2023-11-03,CHG,9.95,ACH,5411,CHG ONLINE REF499145,2023-11-03,USD
H000000352,A00000303,2023-11-03,WDR,31.62,WIRE,5411,WDR POS REF667240,2023-11-03,USD
H000000353,A00000304,2023-11-03,CHG,3,ATM,5541,CHG ONLINE REF132081,2023-11-03,USD
H000000354,A00000305,2023-11-03,CHG,35,ATM,5912,CHG MOBILE REF870413,2023-11-03,USD
H000000355,A00000305,2023-11-03,REF,1009.76,ONLINE,5411,REF POS REF498980,2023-11-03,USD
H000000356,A00000308,2023-11-03,DEP,3.39,BRANCH,5541,DEP POS REF383947,2023-11-03,USD
H000000357,A00000309,2023-11-03,PMT,1522.96,WIRE,6011,PMT POS REF106116,2023-11-03,USD
H000000358,A00000309,2023-11-03,PMT,1421.37,ATM,5912,PMT ACH REF188708,2023-11-03,USD
H000000359,A00000311,2023-11-03,INT,34.42,ACH,4900,INT BRANCH REF562793,2023-11-03,USD
H000000360,A00000312,2023-11-03,CHG,3,WIRE,5812,CHG ACH REF648252,2023-11-03,USD
H000000361,A00000313,2023-11-03,WDR,427.24,POS,0000,WDR MOBILE REF499412,2023-11-03,USD
H000000362,A00000321,2023-11-03,TRF,53.19,ONLINE,5812,TRF ONLINE REF893909,2023-11-03,USD
H000000363,A00000324,2023-11-03,CHG,12,BRANCH,6011,CHG ATM REF940740,2023-11-03,USD
H000000364,A00000326,2023-11-03,CHG,9.95,ATM,4900,CHG ONLINE REF948526,2023-11-03,USD
H000000365,A00000326,2023-11-03,PMT,1124.4,WIRE,6011,PMT ACH REF425216,2023-11-03,USD
H000000366,A00000328,2023-11-03,WDR,24.53,MOBILE,5411,WDR POS REF630006,2023-11-03,USD
H000000367,A00000329,2023-11-03,REF,1420.59,ONLINE,0000,REF ATM REF626006,2023-11-03,USD
H000000368,A00000330,2023-11-03,PMT,1198.72,BRANCH,4900,PMT BRANCH REF147856,2023-11-03,USD
H000000369,A00000330,2023-11-03,CHG,9.95,WIRE,7011,CHG MOBILE REF773903,2023-11-03,USD
H000000370,A00000330,2023-11-03,PMT,1574.31,ATM,5541,PMT MOBILE REF944668,2023-11-03,USD
H000000371,A00000333,2023-11-03,CHG,12,MOBILE,5541,CHG WIRE REF193079,2023-11-03,USD
H000000372,A00000338,2023-11-03,ADJ,20.55,MOBILE,5541,ADJ BRANCH REF610648,2023-11-04,USD
H000000373,A00000338,2023-11-03,WDR,923.38,ONLINE,7011,WDR BRANCH REF409514,2023-11-03,USD
H000000374,A00000339,2023-11-03,CHG,25,POS,5912,CHG ATM REF437340,2023-11-03,USD
H000000375,A00000343,2023-11-03,WDR,214.13,WIRE,4900,WDR POS REF620085,2023-11-04,USD
H000000376,A00000344,2023-11-03,CHG,25,WIRE,0000,CHG ATM REF228152,2023-11-03,USD
H000000377,A00000347,2023-11-03,WDR,173.19,BRANCH,5411,WDR BRANCH REF609115,2023-11-04,USD
H000000378,A00000347,2023-11-03,WDR,147.72,POS,6011,WDR ONLINE REF119243,2023-11-03,USD
H000000379,A00000348,2023-11-03,CHG,25,BRANCH,0000,CHG BRANCH REF972906,2023-11-03,USD
H000000380,A00000348,2023-11-03,CHG,25,ACH,5912,CHG ACH REF874296,2023-11-03,USD
H000000381,A00000350,2023-11-03,CHG,12,ONLINE,7011,CHG ACH REF627849,2023-11-03,USD
H000000382,A00000351,2023-11-03,FEE,12,POS,5812,FEE ONLINE REF246569,2023-11-03,USD
H000000383,A00000353,2023-11-03,TRF,-25.17,WIRE,7011,TRF ONLINE REF358500,2023-11-03,USD
H000000384,A00000353,2023-11-03,INT,151.92,MOBILE,5912,INT ACH REF681032,2023-11-03,USD
H000000385,A00000356,2023-11-03,WDR,20.63,BRANCH,6011,WDR POS REF752095,2023-11-03,USD
H000000386,A00000359,2023-11-03,PMT,260.17,ONLINE,5812,PMT ONLINE REF361458,2023-11-04,USD
H000000387,A00000361,2023-11-03,CHG,25,MOBILE,5411,CHG ONLINE REF273598,2023-11-03,USD
H000000388,A00000361,2023-11-03,PMT,1233.29,WIRE,4900,PMT MOBILE REF914097,2023-11-03,USD
H000000389,A00000365,2023-11-03,WDR,42.07,WIRE,4900,WDR POS REF407883,2023-11-03,USD
H000000390,A00000375,2023-11-03,PMT,1058.76,WIRE,5812,PMT BRANCH REF538559,2023-11-03,USD
H000000391,A00000385,2023-11-03,WDR,199.98,POS,5541,WDR BRANCH REF155303,2023-11-03,USD
H000000392,A00000387,2023-11-03,CHG,3,MOBILE,6011,CHG MOBILE REF166617,2023-11-03,USD
H000000393,A00000389,2023-11-03,WDR,116.33,BRANCH,5411,WDR WIRE REF707884,2023-11-04,USD
H000000394,A00000389,2023-11-03,INT,139.26,POS,5912,INT WIRE REF401226,2023-11-03,USD
H000000395,A00000390,2023-11-03,WDR,363.99,ACH,7011,WDR POS REF675443,2023-11-03,USD
H000000396,A00000397,2023-11-03,CHG,35,ACH,7011,CHG POS REF446050,2023-11-03,USD
H000000397,A00000400,2023-11-03,PMT,1829.54,ACH,4900,PMT BRANCH REF903301,2023-11-03,USD
H000000398,A00000400,2023-11-03,REF,1185.44,POS,5912,REF ACH REF521483,2023-11-03,USD
H000000399,A00000400,2023-11-03,PMT,2673.04,ONLINE,5411,PMT ATM REF320766,2023-11-03,USD
H000000400,A00000401,2023-11-03,TRF,135.2,POS,5411,TRF BRANCH REF718803,2023-11-03,USD
H000000401,A00000404,2023-11-03,CHG,3,ATM,4900,CHG WIRE REF520979,2023-11-03,USD
H000000402,A00000406,2023-11-03,ADJ,-252.03,POS,5912,ADJ ACH REF369530,2023-11-03,USD
H000000403,A00000407,2023-11-03,FEE,25,MOBILE,5912,FEE ONLINE REF639408,2023-11-03,USD
H000000404,A00000415,2023-11-03,CHG,25,ATM,5541,CHG ONLINE REF225624,2023-11-03,USD
H000000405,A00000415,2023-11-03,INT,139.74,POS,4900,INT BRANCH REF921405,2023-11-03,USD
H000000406,A00000420,2023-11-03,PMT,1296.53,MOBILE,5411,PMT MOBILE REF170771,2023-11-04,USD
H000000407,A00000427,2023-11-03,WDR,48.84,WIRE,7011,WDR POS REF897169,2023-11-03,USD
H000000408,A00000428,2023-11-03,INT,155.91,POS,0000,INT ATM REF840703,2023-11-03,USD
H000000409,A00000429,2023-11-03,CHG,3,WIRE,5541,CHG ONLINE REF229366,2023-11-03,USD
H000000410,A00000430,2023-11-03,WDR,161.17,ATM,5912,WDR WIRE REF689867,2023-11-03,USD
H000000411,A00000432,2023-11-03,WDR,103.54,ACH,5912,WDR WIRE REF100396,2023-11-03,USD
H000000412,A00000434,2023-11-03,WDR,48.87,WIRE,5812,WDR MOBILE REF193572,2023-11-03,USD
H000000413,A00000434,2023-11-03,TRF,9.14,ACH,0000,TRF WIRE REF602231,2023-11-03,USD
H000000414,A00000436,2023-11-03,WDR,191.01,ACH,4900,WDR ATM REF979426,2023-11-03,USD
H000000415,A00000436,2023-11-03,DEP,308.88,ATM,7011,DEP BRANCH REF804022,2023-11-03,USD
H000000416,A00000439,2023-11-03,CHG,35,POS,4900,CHG MOBILE REF538629,2023-11-04,USD
H000000417,A00000446,2023-11-03,WDR,11.72,WIRE,7011,WDR MOBILE REF990586,2023-11-03,USD
H000000418,A00000448,2023-11-03,PMT,2490.93,MOBILE,6011,PMT ACH REF301002,2023-11-03,USD
H000000419,A00000450,2023-11-03,CHG,9.95,ONLINE,0000,CHG MOBILE REF155819,2023-11-03,USD
H000000420,A00000450,2023-11-03,INT,18.82,WIRE,5541,INT ATM REF807906,2023-11-03,USD
H000000421,A00000451,2023-11-03,FEE,25,ONLINE,5541,FEE ATM REF801403,2023-11-03,USD
H000000422,A00000456,2023-11-03,CHG,3,MOBILE,7011,CHG ONLINE REF842347,2023-11-03,USD
H000000423,A00000457,2023-11-03,FEE,35,ACH,7011,FEE ONLINE REF390606,2023-11-04,USD
H000000424,A00000459,2023-11-03,DEP,113.37,ATM,7011,DEP BRANCH REF694840,2023-11-04,USD
H000000425,A00000459,2023-11-03,WDR,99.32,ONLINE,5912,WDR WIRE REF821843,2023-11-03,USD
H000000426,A00000461,2023-11-03,PMT,1335.35,MOBILE,5812,PMT BRANCH REF327297,2023-11-03,USD
H000000427,A00000461,2023-11-03,CHG,35,BRANCH,5912,CHG ACH REF854951,2023-11-04,USD
H000000428,A00000462,2023-11-03,REV,204.56,ATM,6011,REV ONLINE REF511866,2023-11-03,USD
H000000429,A00000462,2023-11-03,WDR,5.02,ATM,6011,WDR BRANCH REF210379,2023-11-03,USD
H000000430,A00000464,2023-11-03,PMT,1113.13,ONLINE,0000,PMT ACH REF725337,2023-11-03,USD
H000000431,A00000468,2023-11-03,WDR,37.33,ATM,4900,WDR ONLINE REF410483,2023-11-03,USD
H000000432,A00000478,2023-11-03,FEE,12,WIRE,5812,FEE BRANCH REF720050,2023-11-03,USD
H000000433,A00000484,2023-11-03,WDR,71.62,ATM,5912,WDR ONLINE REF735053,2023-11-03,USD
H000000434,A00000001,2023-11-04,PMT,765.38,ONLINE,5812,PMT ACH REF347973,2023-11-05,USD
H000000435,A00000001,2023-11-04,CHG,12,BRANCH,5411,CHG POS REF301039,2023-11-04,USD
H000000436,A00000002,2023-11-04,DEP,68.46,BRANCH,5912,DEP MOBILE REF870677,2023-11-04,USD
H000000437,A00000002,2023-11-04,DEP,50.1,ATM,0000,DEP BRANCH REF867432,2023-11-04,USD
H000000438,A00000008,2023-11-04,FEE,35,ONLINE,7011,FEE ATM REF865161,2023-11-05,USD
H000000439,A00000008,2023-11-04,PMT,1036.45,BRANCH,5411,PMT WIRE REF726692,2023-11-04,USD
H000000440,A00000009,2023-11-04,DEP,30.05,ONLINE,6011,DEP MOBILE REF303998,2023-11-05,USD
H000000441,A00000009,2023-11-04,WDR,85.76,WIRE,4900,WDR POS REF198614,2023-11-05,USD
H000000442,A00000011,2023-11-04,PMT,853.35,BRANCH,5411,PMT WIRE REF986340,2023-11-05,USD
H000000443,A00000011,2023-11-04,CHG,3,POS,5812,CHG ACH REF186698,2023-11-04,USD
H000000444,A00000016,2023-11-04,WDR,7.26,ONLINE,5812,WDR ACH REF289987,2023-11-04,USD
H000000445,A00000019,2023-11-04,PMT,1900.74,ATM,4900,PMT ONLINE REF553524,2023-11-04,USD
H000000446,A00000019,2023-11-04,CHG,25,POS,6011,CHG BRANCH REF919017,2023-11-04,USD
H000000447,A00000020,2023-11-04,DEP,65.86,ONLINE,5411,DEP ACH REF211046,2023-11-04,USD
H000000448,A00000021,2023-11-04,PMT,1946.14,BRANCH,5541,PMT ATM REF405967,2023-11-05,USD
H000000449,A00000021,2023-11-04,CHG,9.95,BRANCH,5812,CHG POS REF366117,2023-11-04,USD
H000000450,A00000022,2023-11-04,DEP,22.19,WIRE,5541,DEP ONLINE REF924738,2023-11-05,USD
H000000451,A00000026,2023-11-04,PMT,792.13,POS,5912,PMT ONLINE REF129874,2023-11-04,USD
H000000452,A00000033,2023-11-04,CHG,9.95,ATM,5912,CHG WIRE REF627023,2023-11-04,USD
H000000453,A00000034,2023-11-04,TRF,-20.78,ACH,5812,TRF MOBILE REF627222,2023-11-04,USD
H000000454,A00000034,2023-11-04,DEP,206.63,ATM,5812,DEP BRANCH REF995825,2023-11-05,USD
H000000455,A00000034,2023-11-04,DEP,31.17,BRANCH,5541,DEP WIRE REF231219,2023-11-04,USD
H000000456,A00000040,2023-11-04,DEP,459.17,WIRE,7011,DEP BRANCH REF628513,2023-11-04,USD
H000000457,A00000048,2023-11-04,WDR,810.58,ATM,7011,WDR BRANCH REF611830,2023-11-04,USD
H000000458,A00000049,2023-11-04,PMT,3045.59,POS,5812,PMT POS REF969038,2023-11-04,USD
H000000459,A00000052,2023-11-04,CHG,3,MOBILE,0000,CHG MOBILE REF885274,2023-11-04,USD
H000000460,A00000053,2023-11-04,PMT,2425.8,ONLINE,5912,PMT POS REF756532,2023-11-04,USD
H000000461,A00000054,2023-11-04,PMT,429.42,WIRE,0000,PMT BRANCH REF639739,2023-11-05,USD
H000000462,A00000059,2023-11-04,PMT,28.44,POS,0000,PMT ATM REF544063,2023-11-04,USD
H000000463,A00000060,2023-11-04,FEE,35,MOBILE,4900,FEE BRANCH REF458121,2023-11-04,USD
H000000464,A00000060,2023-11-04,DEP,38.73,MOBILE,5541,DEP ONLINE REF943010,2023-11-04,USD
H000000465,A00000060,2023-11-04,WDR,244,MOBILE,5812,WDR ATM REF188621,2023-11-04,USD
H000000466,A00000062,2023-11-04,TRF,92.06,ATM,0000,TRF POS REF424264,2023-11-04,USD
H000000467,A00000062,2023-11-04,FEE,3,ACH,5541,FEE POS REF428027,2023-11-04,USD
H000000468,A00000062,2023-11-04,WDR,19.98,WIRE,6011,WDR BRANCH REF548658,2023-11-04,USD
H000000469,A00000066,2023-11-04,INT,200.85,POS,6011,INT ATM REF892680,2023-11-05,USD
H000000470,A00000067,2023-11-04,ADJ,-2034.91,ONLINE,6011,ADJ BRANCH REF719046,2023-11-04,USD
H000000471,A00000082,2023-11-04,WDR,87.26,WIRE,6011,WDR WIRE REF782348,2023-11-05,USD
H000000472,A00000085,2023-11-04,PMT,1396.29,BRANCH,5812,PMT WIRE REF420202,2023-11-04,USD
H000000473,A00000085,2023-11-04,CHG,25,POS,4900,CHG WIRE REF854806,2023-11-05,USD
H000000474,A00000087,2023-11-04,TRF,-133.71,POS,0000,TRF BRANCH REF419158,2023-11-04,USD
H000000475,A00000089,2023-11-04,INT,57.12,POS,5812,INT POS REF482802,2023-11-05,USD
H000000476,A00000089,2023-11-04,PMT,2005.97,BRANCH,5541,PMT ATM REF379218,2023-11-04,USD
H000000477,A00000097,2023-11-04,PMT,1301.1,POS,5541,PMT ONLINE REF275868,2023-11-04,USD
H000000478,A00000098,2023-11-04,WDR,140.83,ATM,4900,WDR ONLINE REF160140,2023-11-04,USD
H000000479,A00000098,2023-11-04,TRF,-95.17,ONLINE,5812,TRF POS REF393457,2023-11-04,USD
H000000480,A00000099,2023-11-04,REF,999.9,WIRE,4900,REF ACH REF738642,2023-11-04,USD
H000000481,A00000102,2023-11-04,TRF,182.89,POS,5912,TRF MOBILE REF544482,2023-11-04,USD
H000000482,A00000103,2023-11-04,PMT,1231.43,WIRE,7011,PMT BRANCH REF195896,2023-11-04,USD
H000000483,A00000104,2023-11-04,REF,638.1,ACH,5912,REF ACH REF182649,2023-11-04,USD
H000000484,A00000104,2023-11-04,CHG,25,ACH,7011,CHG WIRE REF173714,2023-11-04,USD
H000000485,A00000105,2023-11-04,CHG,12,ATM,5541,CHG WIRE REF341842,2023-11-04,USD
H000000486,A00000113,2023-11-04,TRF,62.63,ONLINE,5411,TRF ATM REF252480,2023-11-04,USD
H000000487,A00000113,2023-11-04,WDR,66.19,BRANCH,5411,WDR ONLINE REF354408,2023-11-04,USD
H000000488,A00000113,2023-11-04,WDR,46.75,BRANCH,5541,WDR WIRE REF242400,2023-11-04,USD
H000000489,A00000117,2023-11-04,DEP,117.73,WIRE,5912,DEP BRANCH REF187720,2023-11-04,USD
H000000490,A00000118,2023-11-04,INT,173.96,MOBILE,6011,INT ACH REF109073,2023-11-04,USD
H000000491,A00000118,2023-11-04,WDR,27.3,ACH,5541,WDR WIRE REF708566,2023-11-04,USD
H000000492,A00000120,2023-11-04,DEP,9.21,ACH,5912,DEP ACH REF304599,2023-11-04,USD
H000000493,A00000124,2023-11-04,PMT,3156.2,ATM,6011,PMT BRANCH REF961328,2023-11-05,USD
H000000494,A00000124,2023-11-04,CHG,12,WIRE,4900,CHG WIRE REF801065,2023-11-04,USD
H000000495,A00000125,2023-11-04,WDR,58.79,BRANCH,7011,WDR ONLINE REF152398,2023-11-05,USD
H000000496,A00000125,2023-11-04,DEP,22.27,ATM,0000,DEP ONLINE REF630630,2023-11-04,USD
H000000497,A00000125,2023-11-04,WDR,1292.2,WIRE,5812,WDR MOBILE REF994324,2023-11-04,USD
H000000498,A00000128,2023-11-04,TRF,70.93,BRANCH,4900,TRF ACH REF126130,2023-11-04,USD
H000000499,A00000132,2023-11-04,WDR,39.28,ATM,5912,WDR ACH REF356612,2023-11-04,USD
H000000500,A00000133,2023-11-04,DEP,442.77,ONLINE,5411,DEP ACH REF170382,2023-11-04,USD
H000000501,A00000134,2023-11-04,PMT,9.21,ATM,5912,PMT BRANCH REF687011,2023-11-04,USD
H000000502,A00000138,2023-11-04,DEP,479.91,ATM,5812,DEP ACH REF602289,2023-11-05,USD
H000000503,A00000138,2023-11-04,WDR,363.97,POS,5541,WDR POS REF577060,2023-11-04,USD
H000000504,A00000139,2023-11-04,FEE,3,WIRE,5411,FEE WIRE REF991231,2023-11-05,USD
H000000505,A00000139,2023-11-04,INT,186.42,BRANCH,5812,INT MOBILE REF105765,2023-11-04,USD
H000000506,A00000143,2023-11-04,WDR,8.57,ACH,0000,WDR ATM REF147784,2023-11-05,USD
H000000507,A00000144,2023-11-04,DEP,88.58,POS,5812,DEP ACH REF759757,2023-11-05,USD
H000000508,A00000152,2023-11-04,DEP,19.68,BRANCH,4900,DEP ONLINE REF640123,2023-11-05,USD
H000000509,A00000152,2023-11-04,DEP,89.1,ONLINE,5912,DEP ACH REF212900,2023-11-04,USD
H000000510,A00000154,2023-11-04,DEP,1761.72,MOBILE,4900,DEP MOBILE REF378828,2023-11-04,USD
H000000511,A00000159,2023-11-04,DEP,205.65,MOBILE,5812,DEP BRANCH REF354774,2023-11-04,USD
H000000512,A00000160,2023-11-04,WDR,46.11,POS,5912,WDR POS REF688398,2023-11-04,USD
